	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
Ahnak	1.16014213539676e-12	-0.346445467045436	0.485	0.646	2.45323655950999e-08
Litaf	1.16351754553622e-12	-0.396053590690876	0.588	0.682	2.46037420179089e-08
Cct6a	1.23459454940994e-12	0.28707318989461	0.826	0.725	2.61067363418227e-08
Mamdc2	1.31216061356659e-12	0.216231373108402	0.114	0.029	2.7746948334479e-08
Gata2	1.31549302356651e-12	0.22902505109776	0.133	0.041	2.78174154763373e-08
Btla	1.35118726238922e-12	-0.411883432438905	0.203	0.345	2.85722058504825e-08
Bclaf3	1.41027130859558e-12	0.301456568702347	0.415	0.263	2.98215970915621e-08
Cuedc1	1.41519476235649e-12	0.142526576441722	0.104	0.024	2.99257084447904e-08
Chchd2	1.49810322928608e-12	0.234016260653172	0.959	0.937	3.16788908864835e-08
Plbd1	1.62408473426838e-12	-0.335896824071319	0.031	0.119	3.43428957908392e-08
C030034L19Rik	1.6289836375323e-12	0.145175475623623	0.167	0.061	3.4446487999258e-08
Mtf2	1.65138452393042e-12	0.268325493932737	0.584	0.433	3.49201771430326e-08
Sp140	1.68215545864841e-12	-0.36177366982428	0.595	0.687	3.55708593285794e-08
Cnn3	1.69558007593216e-12	0.342483286823397	0.414	0.261	3.58547362856614e-08
Thra	1.82119089326615e-12	0.205218496090326	0.307	0.163	3.8510902629006e-08
Set	1.85329465783169e-12	0.28245080781982	0.953	0.919	3.91897688345088e-08
Ltb	2.03298793774544e-12	0.409188589027658	0.391	0.241	4.29895629315651e-08
Mif	2.11288415199605e-12	0.371187139364356	0.936	0.893	4.46790482781085e-08
Cdk6	2.3769324996658e-12	0.391016440810787	0.645	0.485	5.02626146379331e-08
Eef1g	2.42768312320909e-12	0.268707061746833	0.94	0.896	5.13357873233794e-08
Gimap1	2.44594611705957e-12	0.330233235381071	0.664	0.507	5.17219765913416e-08
Acot1	2.94190204772896e-12	0.142250379523511	0.15	0.053	6.22094607012766e-08
Rock2	3.08511922021634e-12	0.389947565008721	0.799	0.707	6.52379310306948e-08
Aff3	3.3681674537792e-12	-0.316166496940872	0.782	0.85	7.12232689776149e-08
Idh2	3.61592654553426e-12	0.290559948551875	0.854	0.778	7.64623827318674e-08
Kcnq1ot1	3.62470038232524e-12	0.448063674990875	0.546	0.391	7.66479142846495e-08
Phtf2	3.69955340896432e-12	0.426844676804306	0.462	0.318	7.82307563859595e-08
Xbp1	3.97747914010928e-12	-0.359328686516142	0.59	0.689	8.41077738967508e-08
Procr	4.09141094830385e-12	0.196338141411778	0.132	0.041	8.65169759128332e-08
Il10ra	4.2832973727088e-12	-0.323874013502301	0.251	0.387	9.05746062433003e-08
Lyz2	4.52584310066109e-12	-0.126763122021	0.252	0.125	9.57034782065793e-08
Snrnp25	4.6397502101499e-12	0.256886279610289	0.594	0.434	9.81121579438298e-08
Mrpl34	4.85628032306864e-12	0.275844233754323	0.815	0.714	1.0269090371161e-07
Dcun1d1	4.98161496709843e-12	0.407065544613457	0.496	0.344	1.05341230094263e-07
Cnot6l	5.07680449017848e-12	0.305605755708912	0.771	0.65	1.07354107749314e-07
Cnp	5.17124990003219e-12	-0.339457919185228	0.681	0.791	1.09351250386081e-07
Plaur	5.19696349739945e-12	-0.491487926207541	0.329	0.466	1.09894990116009e-07
Camk1d	5.35974885382122e-12	-0.407699525005024	0.873	0.895	1.13337249262904e-07
Snrpa1	5.54869783319804e-12	0.283455033496307	0.774	0.668	1.17332764380806e-07
Hnrnpab	5.7977341305086e-12	0.267041327402713	0.904	0.834	1.22598885923735e-07
Rassf4	6.01196644844055e-12	-0.328596110868827	0.351	0.501	1.27129042518724e-07
1500011B03Rik	6.14753045850278e-12	0.267627894969448	0.601	0.437	1.299956790755e-07
Atpif1	6.33085084904659e-12	0.317645914095791	0.879	0.827	1.33872172053939e-07
Glcci1	6.33859391628659e-12	-0.440330720405018	0.353	0.504	1.34035906953796e-07
Hif3a	6.70167169189302e-12	0.150470373378741	0.117	0.033	1.4171354959677e-07
Coro2a	6.95495783759563e-12	-0.316556482903175	0.694	0.778	1.47069538433797e-07
Cnrip1	6.98771875429542e-12	0.248840784285562	0.213	0.098	1.47762300778331e-07
Anxa4	7.15060949454417e-12	0.173285951853159	0.245	0.12	1.51206788371631e-07
Fgr	7.72191821127534e-12	-0.395150047746863	0.367	0.53	1.63287682495628e-07
Eya2	8.59015604306215e-12	0.196485745833763	0.129	0.041	1.81647439686592e-07
Il15	8.77480743023848e-12	0.306174972074298	0.204	0.093	1.85552077919823e-07
Sh3bp5	9.65571848941975e-12	0.211739350622844	0.275	0.146	2.0417982317727e-07
Snx5	9.71037894224365e-12	-0.338850182698885	0.865	0.901	2.05335673112684e-07
Bhlhe40	1.02998969277104e-11	-0.288882500376992	0.084	0.194	2.17801620433364e-07
Csnk1a1	1.03934235172829e-11	0.24244505643705	0.95	0.87	2.19779333696465e-07
Tpd52	1.10449951852306e-11	-0.323875495161895	0.842	0.87	2.33557468186887e-07
Gm12253	1.18157147947413e-11	-0.402196372652257	0.269	0.41	2.49855105049599e-07
Eif1ax	1.26439240189351e-11	0.241596669248346	0.787	0.667	2.67368417304402e-07
Eci1	1.28416179812436e-11	0.245662884227561	0.442	0.28	2.71548853831376e-07
Isyna1	1.31859788776668e-11	0.27867351412427	0.533	0.377	2.78830709347143e-07
Inka1	1.38573533952704e-11	0.244375931910876	0.493	0.329	2.93027594896388e-07
Pacsin1	1.41020956796139e-11	-0.385990967558055	0.475	0.614	2.98202915241115e-07
Cd68	1.44359099664102e-11	-0.328328057905747	0.258	0.396	3.0526175214971e-07
Tmem223	1.4846612818852e-11	0.295263378776039	0.63	0.475	3.13946474667445e-07
Tmem229b	1.50906409544141e-11	-0.28531203460179	0.546	0.677	3.19106693622041e-07
4933406I18Rik	1.53852035920464e-11	0.299540354025958	0.237	0.116	3.25335515157414e-07
Slc6a13	1.57057091289892e-11	0.138239919495238	0.148	0.053	3.32112925241606e-07
Gm49708	1.57296070850095e-11	0.191381393106985	0.209	0.096	3.32618271419612e-07
Abhd14a	1.58141996419047e-11	0.172158846498157	0.314	0.173	3.34407065627717e-07
Pglyrp1	1.58303188214324e-11	0.174730113937671	0.117	0.034	3.3474792179801e-07
Amd1	1.62274386365725e-11	0.245056546103755	0.378	0.234	3.43145417408962e-07
Eif5a	1.6959855597697e-11	0.260917631022509	0.956	0.945	3.586331064689e-07
Tsc22d3	1.77309363308691e-11	-0.434235334689965	0.62	0.693	3.74938379652558e-07
Pcbd2	1.80584253029352e-11	0.245399394288249	0.549	0.389	3.81863461455868e-07
Slc25a3	1.90701010883456e-11	0.249981886871446	0.956	0.911	4.03256357614155e-07
Rsl1d1	2.02149899673993e-11	0.270503203300265	0.815	0.712	4.27466177850626e-07
Mycn	2.06166062556984e-11	0.162321788792245	0.154	0.058	4.35958755882998e-07
A630072M18Rik	2.26245013218618e-11	0.194237621181394	0.23	0.111	4.78417704952091e-07
Spns2	2.27670084908786e-11	0.170736318234644	0.153	0.058	4.81431161548118e-07
Ptprm	2.31833454795343e-11	0.265811965398996	0.159	0.062	4.90235023510233e-07
B2m	2.40799260117013e-11	0.283905882915779	0.931	0.887	5.09194115443436e-07
Camk2d	2.43570523259482e-11	0.257242486582502	0.549	0.39	5.150542284845e-07
Tfdp2	2.86518471834076e-11	0.262099189215002	0.493	0.343	6.05871960540337e-07
Nfix	2.90434984084884e-11	0.207045038665905	0.262	0.137	6.14153817345897e-07
Gmpr	3.26077870200796e-11	0.179742729003946	0.2	0.091	6.89524264326604e-07
Ndufs3	3.39940315809153e-11	0.250098188210387	0.781	0.665	7.18837791810034e-07
Mef2c	3.40017372886956e-11	0.257605628873662	0.996	0.986	7.19000736706758e-07
Trim55	3.45778438665283e-11	-0.248554727024555	0.192	0.328	7.31183086401607e-07
Ero1lb	3.52997489360733e-11	-0.358626017843191	0.365	0.491	7.46448491002206e-07
Fos	3.63898951333419e-11	-0.656127561163039	0.786	0.805	7.69500722489647e-07
Zfp36l1	4.11365980135965e-11	-0.457977834885952	0.469	0.59	8.69874501595512e-07
Dtnbp1	4.12900069796858e-11	0.268247592603724	0.68	0.553	8.73118487592436e-07
Cadm1	4.18123692982376e-11	-0.474662197661403	0.3	0.444	8.84164361180533e-07
Impdh2	4.20953743875256e-11	0.293600021913191	0.773	0.637	8.90148786798617e-07
C030037D09Rik	4.68814994122922e-11	0.155925564560449	0.141	0.05	9.91356186572332e-07
Ttc3	4.94614218560446e-11	0.299661239035136	0.601	0.456	1.04591122656792e-06
Ncf1	4.99819104783698e-11	-0.346037962837513	0.579	0.684	1.05691747897561e-06
Clic4	5.18641547231067e-11	-0.391197684965154	0.686	0.752	1.09671941577481e-06
Ubtd2	5.23650324853478e-11	0.192940013623338	0.214	0.102	1.10731097693517e-06
Bmp2k	5.37137550708676e-11	-0.377621985294951	0.64	0.709	1.13583106472857e-06
Slc44a2	5.40712355884641e-11	-0.371369123146363	0.584	0.669	1.14339034775366e-06
Adgre5	5.57941185880399e-11	-0.434798571488227	0.293	0.427	1.17982243166269e-06
Serf1	6.02110502739453e-11	0.264815361351356	0.444	0.305	1.27322286909285e-06
Nfil3	6.08989651246577e-11	0.372960888322821	0.224	0.113	1.28776951652601e-06
Ucp2	6.333620799693e-11	-0.280401085986195	0.876	0.914	1.33930745430308e-06
Gpr183	6.34151111388048e-11	-0.532235617086904	0.31	0.436	1.34097594014117e-06
Haghl	6.60837149149238e-11	0.173616644281651	0.322	0.182	1.39740623559098e-06
Arl5c	6.61091436592455e-11	-0.389472525704785	0.336	0.477	1.3979439518184e-06
Cd244a	6.64338765219873e-11	-0.211633263173979	0.094	0.205	1.40481075293394e-06
Pabpc1	6.71452923239952e-11	0.203038738088106	0.961	0.946	1.4198543514832e-06
Swap70	6.72343095461746e-11	0.268149750999161	0.435	0.289	1.42173670966341e-06
Suclg2	6.88736852209679e-11	0.247135521168334	0.479	0.328	1.45640294768259e-06
Ppme1	6.98233773561584e-11	0.251818579676735	0.389	0.244	1.47648513757332e-06
Tagln2	7.5956909405724e-11	-0.28116371867948	0.937	0.929	1.60618480629344e-06
Crlf3	8.28981986460833e-11	0.304600113977647	0.801	0.679	1.75296530857008e-06
Hsp90b1	8.50054339238114e-11	-0.283977092481368	0.97	0.969	1.79752490575292e-06
Rnf24	8.53559515712697e-11	0.201842305666333	0.327	0.191	1.80493695192607e-06
Ptpn6	8.66966330695072e-11	-0.290978721417488	0.814	0.84	1.8332870028878e-06
Tubgcp5	9.17598809022353e-11	-0.352898652462505	0.613	0.712	1.94035444155867e-06
Stambpl1	9.30571458087372e-11	-0.381960041685282	0.592	0.697	1.96778640527156e-06
Pnp	9.62099663002483e-11	0.524496677729921	0.687	0.569	2.03445594738505e-06
Psip1	1.00885611083697e-10	0.287908849043584	0.78	0.64	2.13332713197586e-06
Ocrl	1.03335130010886e-10	0.250274701248566	0.199	0.093	2.1851246592102e-06
Npc1	1.0732112295707e-10	-0.372560373854089	0.358	0.482	2.2694124660502e-06
Ap3s1	1.12086345525538e-10	0.280820873916777	0.457	0.313	2.37017786248302e-06
Psmc6	1.12260686595482e-10	0.246354842458204	0.793	0.656	2.37386447874805e-06
Fkbp1a	1.12946256169524e-10	0.275039338752726	0.794	0.683	2.38836153296075e-06
Hspd1	1.17250850931e-10	0.380639458505764	0.854	0.803	2.47938649378692e-06
Atp10a	1.19348035593903e-10	0.189624946010293	0.365	0.222	2.52373356066867e-06
Syngr2	1.34618517868206e-10	-0.319800283199092	0.684	0.758	2.84664317884109e-06
1110051M20Rik	1.35014762772133e-10	0.217498083245915	0.32	0.184	2.85502217357952e-06
Pam	1.40932382649395e-10	0.215886383998144	0.28	0.155	2.98015616350411e-06
Eif6	1.42248697343034e-10	0.248128490969336	0.786	0.661	3.00799095401581e-06
Lxn	1.43794758646013e-10	0.172281432689885	0.271	0.146	3.04068396632859e-06
Dock10	1.43813688780416e-10	-0.376693772693085	0.872	0.907	3.04108426295067e-06
Eef1a1	1.48466508147085e-10	0.153391031972209	1	0.998	3.13947278127826e-06
Mgst1	1.51814527154544e-10	0.15541680467127	0.135	0.049	3.21026999120999e-06
Acy3	1.56826241273615e-10	0.126199532771127	0.108	0.032	3.31624769797186e-06
Evi2a	1.63888469867708e-10	-0.285171339557042	0.34	0.482	3.46558558382255e-06
Dpy19l3	1.66241274622552e-10	0.152861549772216	0.173	0.074	3.51533799316848e-06
Peak1	1.69507567957759e-10	0.309231877437779	0.411	0.266	3.58440703203477e-06
Casp4	1.69907366738094e-10	0.132150999414563	0.114	0.035	3.59286117704373e-06
Gimap6	1.72887807537243e-10	0.541793090818073	0.597	0.487	3.65588557818255e-06
Gstm1	1.98477632869072e-10	0.204555125418659	0.216	0.107	4.1970080246494e-06
Scpep1	2.0837914202517e-10	-0.322319301987165	0.445	0.562	4.40638533726424e-06
Stx7	2.17470838882396e-10	-0.329676437246305	0.627	0.723	4.59863835900716e-06
Gm16104	2.27435997943451e-10	0.12811867215843	0.132	0.047	4.80936161251221e-06
Ybx1	2.42559452544728e-10	0.240720873064227	0.969	0.954	5.12916218351081e-06
Lrmda	2.56802357541858e-10	0.502427892270162	0.509	0.377	5.43034265258014e-06
Tnni2	2.70166023532752e-10	-0.340847996070883	0.569	0.668	5.71293073362357e-06
Smarcc1	2.82230310924841e-10	0.264624535350993	0.735	0.6	5.9680421548167e-06
Tmem191c	2.84032290832744e-10	0.0992539480051084	0.147	0.056	6.0061468219492e-06
Ndufa4	2.87006395513242e-10	0.24438092014906	0.947	0.91	6.06903723952302e-06
Ran	3.02295853321848e-10	0.305638501807514	0.938	0.882	6.39234811434379e-06
Vcp	3.16788864133568e-10	0.230343385611856	0.852	0.734	6.69881732096844e-06
Cct2	3.19307340503328e-10	0.228186315883828	0.885	0.827	6.75207302228337e-06
Cdkn1a	3.32048242955422e-10	0.144785208769608	0.232	0.117	7.02149214553535e-06
Itih5	3.4404990245101e-10	0.202497435353756	0.146	0.059	7.27527923722905e-06
Hdac2	3.52206506562062e-10	0.255839815863036	0.601	0.452	7.44775878776135e-06
Klf12	3.62302034027929e-10	0.265640829315771	0.137	0.053	7.66123881155459e-06
Tspan13	3.63219124080757e-10	-0.366448830941958	0.79	0.814	7.6806315978117e-06
Sdc1	3.67518625362766e-10	0.274441964416877	0.269	0.153	7.77154885192106e-06
Lgals3	3.77623650741206e-10	-0.524251885266057	0.169	0.294	7.98522971857354e-06
Klhl6	3.79538041178068e-10	-0.353469176257263	0.677	0.74	8.02571141875143e-06
Elmo1	3.81713050354376e-10	0.399779263056444	0.841	0.752	8.07170416279363e-06
Sema4b	3.90927276974622e-10	-0.345922753958246	0.327	0.454	8.26654819890535e-06
Slc25a27	3.99794949453184e-10	0.152127347144439	0.117	0.04	8.45406400113704e-06
Arid5b	4.19448292232777e-10	0.226228179772711	0.366	0.222	8.86965358755431e-06
Sorl1	4.21118096773299e-10	-0.387579098524303	0.305	0.426	8.90496327436818e-06
Hspa4	4.43598368397109e-10	0.288822426189935	0.908	0.834	9.38033109812526e-06
Tmem41a	4.67297867376336e-10	0.115731088571834	0.187	0.085	9.88148070353999e-06
Mfap2	4.75004193170503e-10	0.17074067962947	0.172	0.076	1.00444386687834e-05
Agap1	4.779782522629e-10	0.156572523498312	0.209	0.102	1.01073281223513e-05
St8sia4	4.83186899886938e-10	-0.284239263948156	0.89	0.911	1.02174701850092e-05
Nfe2	4.96929780124847e-10	0.207290758287896	0.195	0.096	1.050807713052e-05
Fgd5	5.07136123714632e-10	0.148371411173052	0.122	0.043	1.07239004720696e-05
Pan3	5.47794868892733e-10	0.303849934420492	0.822	0.728	1.15836702976057e-05
Cpsf6	5.50835191801777e-10	0.289469657728941	0.761	0.631	1.16479609658404e-05
Magoh	5.62982017720428e-10	0.256086367662906	0.783	0.675	1.19048177467162e-05
Mtr	6.0090499415429e-10	0.142339496849853	0.269	0.149	1.27067370063866e-05
Rapgef4	6.14168550682871e-10	0.142505737999012	0.118	0.04	1.298720817274e-05
Ube4b	6.17146305856603e-10	0.195900851577348	0.431	0.28	1.30501757836437e-05
Zbtb38	6.74447884305627e-10	0.233104489168622	0.398	0.258	1.42618749615268e-05
Gns	6.94798218428743e-10	-0.357260533383301	0.444	0.556	1.46922031268942e-05
Reep5	7.09857070389054e-10	-0.245883492904069	0.844	0.867	1.50106376104469e-05
Rab4a	7.17991570731677e-10	0.146970092554355	0.235	0.124	1.5182649754692e-05
Pdcd4	7.45135572066162e-10	0.266935007172806	0.786	0.681	1.57566368069111e-05
Ppp1r9a	7.51860571763324e-10	0.318524564209385	0.219	0.116	1.58988436505073e-05
Havcr1	7.52283535155252e-10	-0.242735488041886	0.162	0.286	1.5907787634393e-05
Smyd2	7.59541746330274e-10	0.203065481258446	0.271	0.155	1.60612697679e-05
Itgb7	7.66300121800973e-10	-0.327966957642711	0.35	0.48	1.62041823756034e-05
Stxbp4	7.98421198294703e-10	0.150962570992759	0.224	0.114	1.68834146591398e-05
Prkcd	8.12566325919314e-10	-0.298942050582207	0.47	0.562	1.71825275278898e-05
Atxn10	8.24902247747209e-10	0.250910948961165	0.801	0.699	1.74433829308625e-05
Adgrg3	8.48923366099764e-10	0.291999309149628	0.306	0.182	1.79513334995456e-05
Gna11	8.56991935044306e-10	-0.308569979100603	0.28	0.39	1.81219514584469e-05
Lat	8.68217667424257e-10	0.131899366233085	0.161	0.069	1.83593307953533e-05
Gstm5	8.86613903323225e-10	0.210163662768653	0.225	0.118	1.87483375996729e-05
St7	8.87738388469954e-10	0.298649183592914	0.436	0.301	1.87721159625857e-05
St13	9.04233406705532e-10	0.244844295179276	0.823	0.74	1.91209196181952e-05
Crlf2	9.1127413591399e-10	0.246484246763673	0.564	0.426	1.92698028780372e-05
Xrcc5	1.16245680863688e-09	0.165749831975597	0.173	0.079	2.45813116754354e-05
Tgfbr3	1.21079190331854e-09	0.187063446141371	0.155	0.067	2.56034055875738e-05
Tnfsf10	1.21219502081614e-09	0.127831307428893	0.109	0.035	2.56330759101781e-05
Ttpa	1.2126839072223e-09	0.116019114301121	0.1	0.03	2.56434139021228e-05
Zfp608	1.24505646976518e-09	0.351126572046848	0.776	0.664	2.63279641096546e-05
Plp2	1.25531405431783e-09	-0.304417036048618	0.487	0.59	2.65448709926047e-05
Srsf10	1.26189773045645e-09	0.214950369781969	0.813	0.709	2.66840894082322e-05
Tuba4a	1.31955425345704e-09	0.229141159039502	0.486	0.348	2.79032942436025e-05
Dpp4	1.35303947360715e-09	0.201764361357587	0.469	0.321	2.86113727088967e-05
Kit	1.37558836018807e-09	0.294013833056848	0.393	0.264	2.90881914645369e-05
Ldb1	1.41701390079848e-09	0.206823836410735	0.379	0.25	2.99641759462846e-05
Dock7	1.47742027808421e-09	0.202324752202141	0.232	0.124	3.12415292003686e-05
Il11ra1	1.50864201878847e-09	0.144569796622712	0.161	0.07	3.1901744129301e-05
Gm1673	1.55032315408094e-09	0.219943327661106	0.252	0.145	3.27831334161955e-05
Bfsp2	1.5960151112112e-09	0.304354881821026	0.212	0.108	3.3749335541672e-05
Tcirg1	1.60046418079047e-09	-0.278783299268015	0.325	0.44	3.38434155669953e-05
Ptpn7	1.63383025654587e-09	0.199093037149473	0.412	0.279	3.45489746049189e-05
Gm19590	1.68404023174434e-09	0.174644206087716	0.225	0.119	3.56107147404659e-05
2900026A02Rik	1.68547038545217e-09	0.155014319731122	0.217	0.111	3.56409567707716e-05
Ifitm1	1.6884540259588e-09	1.04361474007574	0.432	0.317	3.57040488329248e-05
Frat2	1.79078872973179e-09	0.259799639658555	0.461	0.328	3.78680184789084e-05
Ptprj	1.80463411334448e-09	-0.355886168128527	0.617	0.7	3.81607929607824e-05
Ppp1r13b	1.81464864930338e-09	0.201218240291924	0.342	0.217	3.83725603381694e-05
Sesn1	1.82201901546418e-09	0.286237211623294	0.521	0.385	3.85284141010055e-05
Sik1	1.86850709118022e-09	-0.30822004728917	0.732	0.796	3.9511450950097e-05
Cd34	1.87005402784903e-09	0.234693005244153	0.457	0.306	3.95441624728956e-05
Lefty1	2.03098631435829e-09	-0.230927915942436	0.153	0.267	4.29472366034204e-05
Dtd1	2.04083081246475e-09	0.226752159399028	0.387	0.26	4.31554083603796e-05
Rac2	2.06239819284701e-09	-0.218499556127301	0.951	0.948	4.36114721859429e-05
Ccdc88a	2.07262142317932e-09	-0.363813893320231	0.521	0.606	4.382765261455e-05
Arhgap18	2.08437782883391e-09	0.244149635353548	0.494	0.356	4.40762535685218e-05
Knop1	2.14172311755541e-09	0.227015839196301	0.624	0.491	4.52888770438267e-05
Psmb8	2.37428705469362e-09	-0.233287270469898	0.928	0.931	5.02066740585514e-05
Prkca	2.39955205455707e-09	-0.378002547900941	0.762	0.792	5.07409277456639e-05
Glmn	2.40237400909539e-09	0.177363442609535	0.32	0.193	5.08006007963311e-05
Wdr12	2.45749209092589e-09	0.232551837478689	0.509	0.374	5.19661277547189e-05
Neurl3	2.45887842298654e-09	0.192942314251418	0.128	0.049	5.19954431324734e-05
Alad	2.50286533215853e-09	0.157997601384408	0.293	0.175	5.29255903138242e-05
Usp34	2.51494352296932e-09	0.23204038360724	0.781	0.651	5.31809957367092e-05
Tbc1d9b	2.5712746811465e-09	0.190751344938102	0.353	0.224	5.43721744075239e-05
Ndufab1	2.67356027863359e-09	0.249118858090641	0.851	0.791	5.65351056519858e-05
Arhgap31	2.68108387160977e-09	0.258764363447732	0.242	0.133	5.66941995490603e-05
Dnajc2	2.72403925100167e-09	0.205267234416167	0.79	0.68	5.76025340016814e-05
Rangrf	2.76075043632343e-09	0.175897910873843	0.287	0.168	5.83788287264953e-05
Dpy30	2.78427565599755e-09	0.235419753283896	0.711	0.586	5.88762930217241e-05
Nop10	2.84597163077006e-09	0.278260261930563	0.884	0.83	6.01809161042637e-05
Cdca7	3.03529175632135e-09	0.24869157460373	0.533	0.398	6.41842794791713e-05
Etv6	3.15202118128471e-09	0.349519938229649	0.905	0.837	6.66526398994465e-05
Shmt2	3.15608590659967e-09	0.191452884838186	0.34	0.214	6.67385925809567e-05
Raly	3.20497482939208e-09	0.234447407502498	0.84	0.728	6.77723977423249e-05
Ptma	3.25105179122009e-09	0.209988037310947	0.999	0.999	6.874674117714e-05
Sfr1	3.26514093364089e-09	0.250878035477394	0.868	0.814	6.90446701827702e-05
Tmem176b	3.31169748330284e-09	0.363824768294905	0.623	0.515	7.00291549819218e-05
Klk1	3.41781484048131e-09	-0.615411603967871	0.104	0.204	7.22731126168178e-05
Agap2	3.52992593271653e-09	0.177472561807423	0.206	0.106	7.46438137732237e-05
Zkscan1	3.56467514351154e-09	0.202606116185742	0.476	0.335	7.53786205846951e-05
Il6ra	3.66393740781039e-09	-0.330072501274607	0.294	0.4	7.74776204255585e-05
Gramd3	3.72051345084764e-09	-0.255692583371605	0.11	0.207	7.86739774316242e-05
Cd44	3.83370688294828e-09	-0.351072981556459	0.649	0.71	8.10675657468244e-05
Psma3	3.84163380847242e-09	0.193621990943585	0.914	0.837	8.12351885139578e-05
Dab2ip	3.9197760749722e-09	0.151929845138456	0.171	0.081	8.28875848813621e-05
